sample,chromosome,start,end,segVal
HRR226272,11,61000001,67000000,3
HRR226272,11,67000001,71000000,4
HRR226272,11,72000001,73000000,3
HRR226272,11,74000001,79000000,2
HRR226272,11,79000001,114000000,3
HRR226272,11,115000001,121000000,2
HRR226272,11,121000001,133000000,3
HRR226272,11,133000001,135086622,2
HRR226272,12,1000001,12000000,3
HRR226272,12,12000001,15000000,2
HRR226272,12,15000001,33000000,3
HRR226272,12,33000001,39000000,4
HRR226272,12,39000001,54000000,2
HRR226272,12,54000001,56000000,3
HRR226272,12,56000001,59000000,4
HRR226272,12,59000001,62000000,3
HRR226272,12,63000001,120000000,4
HRR226272,12,120000001,123000000,3
HRR226272,12,124000001,132000000,4
HRR226272,12,132000001,133275309,3
HRR226272,13,20000001,21000000,3
HRR226272,13,21000001,24000000,5
HRR226272,13,24000001,25000000,4
HRR226272,13,26000001,27000000,2
HRR226272,13,27000001,86000000,1
HRR226272,13,86000001,87000000,3
HRR226272,13,87000001,88000000,4
HRR226272,13,89000001,90000000,5
HRR226272,13,90000001,91000000,6
HRR226272,13,91000001,103000000,8
HRR226272,13,103000001,107000000,7
HRR226272,13,108000001,111000000,5
HRR226272,13,111000001,113000000,4
HRR226272,13,113000001,114364328,3
HRR226272,14,19000001,20000000,3
HRR226272,14,20000001,26000000,5
HRR226272,14,26000001,30000000,6
HRR226272,14,30000001,56000000,5
HRR226272,14,56000001,59000000,6
HRR226272,14,59000001,99000000,5
HRR226272,14,99000001,105000000,4
HRR226272,15,23000001,24000000,4
HRR226272,15,24000001,34000000,5
HRR226272,15,36000001,39000000,6
HRR226272,15,39000001,84000000,5
HRR226272,15,85000001,88000000,6
HRR226272,15,88000001,101991189,5
HRR226272,16,1,5000000,5
HRR226272,16,5000001,12000000,6
HRR226272,16,12000001,25000000,5
HRR226272,16,25000001,27000000,6
HRR226272,16,27000001,32000000,4
HRR226272,16,47000001,51000000,5
HRR226272,16,51000001,57000000,6
HRR226272,16,57000001,62000000,7
HRR226272,16,62000001,72000000,6
HRR226272,16,72000001,89000000,7
HRR226272,16,89000001,90000000,4
HRR226272,17,1000001,4000000,2
HRR226272,17,4000001,17000000,3
HRR226272,17,17000001,32000000,4
HRR226272,17,32000001,40000000,5
HRR226272,17,40000001,58000000,4
HRR226272,17,58000001,62000000,3
HRR226272,17,62000001,83000000,4
HRR226272,17,83000001,83257441,5
HRR226272,18,1,10000000,5
HRR226272,18,10000001,14000000,4
HRR226272,18,21000001,66000000,5
HRR226272,18,66000001,69000000,4
HRR226272,18,69000001,73000000,5
HRR226272,18,73000001,80373285,4
HRR226272,19,1000001,3000000,4
HRR226272,19,3000001,58617616,5
HRR226272,20,1,24000000,5
HRR226272,20,25000001,34000000,4
HRR226272,20,35000001,44000000,5
HRR226272,20,44000001,47000000,4
HRR226272,20,48000001,49000000,5
HRR226272,20,49000001,52000000,6
HRR226272,20,52000001,63000000,5
HRR226272,20,64000001,64444167,4
HRR226272,21,14000001,46709983,4
HRR226272,22,17000001,20000000,4
HRR226272,22,20000001,25000000,5
HRR226272,22,25000001,30000000,6
HRR226272,22,30000001,31000000,5
HRR226272,22,31000001,43000000,4
HRR226272,22,43000001,50000000,5
